vehicle_id,registration_number,state_code,vehicle_type,commercial_vehicle,manufacturer,model,registered_colour,operator,permit_status,permit_expiry,fitness_status,fitness_expiry,insurance_status,insurance_expiry,puc_status,puc_expiry,fastag_id,fastag_status,registry_status,chassis_reference,engine_reference,source_image_id,source_image_path,data_source
VH-000282,AS01AT8119,AS,Car,NO,Maruti,Ertiga,Black,Southern Freight,VALID,2027-08-10,VALID,2027-05-29,VALID,2027-07-02,VALID,2027-05-11,FT-000282,ACTIVE,ACTIVE,CHASSIS-SYN-000282,ENGINE-SYN-000282,AS20,dataset\NumberPlate_Annotated_Dataset-main\Images\AS20.jpg,SYNTHETIC_PROTOTYPE
VH-000283,DL4CNA7231,DL,Bus,YES,Tata,Starbus,Silver,Coastal Commercials,VALID,2027-09-09,VALID,2028-07-20,VALID,2027-04-25,VALID,2027-08-27,FT-000283,ACTIVE,ACTIVE,CHASSIS-SYN-000283,ENGINE-SYN-000283,DL33,dataset\NumberPlate_Annotated_Dataset-main\Images\DL33.jpg,SYNTHETIC_PROTOTYPE
VH-000284,JK02CC0447,JK,Bike,NO,TVS,Apache,Grey,Metro Transit,VALID,2027-11-11,VALID,2026-10-23,VALID,2026-10-26,VALID,2027-02-11,FT-000284,KYC_PENDING,ACTIVE,CHASSIS-SYN-000284,ENGINE-SYN-000284,JK23,dataset\NumberPlate_Annotated_Dataset-main\Images\JK23.jpg,SYNTHETIC_PROTOTYPE
VH-000285,DL11CA4900,DL,Mini Truck,YES,Ashok Leyland,Dost,Yellow,Chennai Cargo,VALID,2027-01-16,VALID,2027-03-08,VALID,2027-03-31,VALID,2027-03-26,FT-000285,ACTIVE,ACTIVE,CHASSIS-SYN-000285,ENGINE-SYN-000285,DL26,dataset\NumberPlate_Annotated_Dataset-main\Images\DL26.jpg,SYNTHETIC_PROTOTYPE
VH-000286,JK10A4638,JK,Bike,NO,Honda,Shine,Yellow,Metro Transit,VALID,2028-01-12,VALID,2027-08-13,VALID,2027-03-10,VALID,2027-06-20,FT-000286,ACTIVE,ACTIVE,CHASSIS-SYN-000286,ENGINE-SYN-000286,JK35,dataset\NumberPlate_Annotated_Dataset-main\Images\JK35.jpg,SYNTHETIC_PROTOTYPE
VH-000287,DL3CBS5881,DL,Truck,YES,BharatBenz,3123R,Red,Sri Lakshmi Logistics,EXPIRED,2026-02-26,EXPIRED,2026-05-12,VALID,2027-09-02,VALID,2027-06-03,FT-000287,ACTIVE,ACTIVE,CHASSIS-SYN-000287,ENGINE-SYN-000287,DL35,dataset\NumberPlate_Annotated_Dataset-main\Images\DL35.jpg,SYNTHETIC_PROTOTYPE
VH-000288,WB02M8447,WB,Mini Truck,YES,Mahindra,Bolero Pickup,Black,GreenLine Transport,VALID,2028-03-25,VALID,2027-10-09,VALID,2027-07-24,VALID,2027-02-06,FT-000288,ACTIVE,ACTIVE,CHASSIS-SYN-000288,ENGINE-SYN-000288,WB2,dataset\NumberPlate_Annotated_Dataset-main\Images\WB2.jpg,SYNTHETIC_PROTOTYPE
VH-000289,KL34A7564,KL,Truck,YES,Tata,Prima,Blue,Apex Logistics,VALID,2028-06-08,VALID,2027-05-29,VALID,2027-02-15,VALID,2027-03-14,FT-000289,ACTIVE,ACTIVE,CHASSIS-SYN-000289,ENGINE-SYN-000289,KL5,dataset\NumberPlate_Annotated_Dataset-main\Images\KL5.jpg,SYNTHETIC_PROTOTYPE
VH-000290,TN47T4464,TN,Bike,NO,TVS,Apache,White,Kaveri Transport,VALID,2029-03-01,VALID,2028-04-06,VALID,2027-08-21,VALID,2027-02-27,FT-000290,ACTIVE,ACTIVE,CHASSIS-SYN-000290,ENGINE-SYN-000290,TN5,dataset\NumberPlate_Annotated_Dataset-main\Images\TN5.jpg,SYNTHETIC_PROTOTYPE
VH-000291,JH01BX0013,JH,Car,NO,Hyundai,Aura,Silver,Sri Lakshmi Logistics,VALID,2027-06-01,VALID,2027-11-29,VALID,2027-04-22,VALID,2026-11-09,FT-000291,ACTIVE,ACTIVE,CHASSIS-SYN-000291,ENGINE-SYN-000291,JH7,dataset\NumberPlate_Annotated_Dataset-main\Images\JH7.jpg,SYNTHETIC_PROTOTYPE
VH-000292,ML05J3288,ML,Truck,YES,Tata,Prima,Grey,GreenLine Transport,VALID,2027-07-25,VALID,2028-03-10,VALID,2027-01-27,VALID,2026-11-19,FT-000292,ACTIVE,ACTIVE,CHASSIS-SYN-000292,ENGINE-SYN-000292,ML21,dataset\NumberPlate_Annotated_Dataset-main\Images\ML21.jpg,SYNTHETIC_PROTOTYPE
VH-000293,PB65AN2583,PB,Car,NO,Maruti,Ertiga,Black,GreenLine Transport,VALID,2027-09-19,EXPIRED,2026-04-23,VALID,2026-12-04,VALID,2027-06-28,FT-000293,ACTIVE,ACTIVE,CHASSIS-SYN-000293,ENGINE-SYN-000293,PB27,dataset\NumberPlate_Annotated_Dataset-main\Images\PB27.jpg,SYNTHETIC_PROTOTYPE
VH-000294,CG07R2684,CG,Bus,YES,Tata,Starbus,Silver,Southern Freight,VALID,2027-10-09,VALID,2027-02-28,VALID,2027-05-26,VALID,2027-06-08,FT-000294,ACTIVE,SUSPENDED,CHASSIS-SYN-000294,ENGINE-SYN-000294,CG16,dataset\NumberPlate_Annotated_Dataset-main\Images\CG16.jpg,SYNTHETIC_PROTOTYPE
VH-000295,AS01AN8668,AS,Mini Truck,YES,Mahindra,Bolero Pickup,Red,Southern Freight,VALID,2028-10-02,VALID,2028-03-05,VALID,2026-10-25,VALID,2026-12-14,FT-000295,ACTIVE,ACTIVE,CHASSIS-SYN-000295,ENGINE-SYN-000295,AS22,dataset\NumberPlate_Annotated_Dataset-main\Images\AS22.jpg,SYNTHETIC_PROTOTYPE
VH-000296,ML05H1958,ML,Truck,YES,Tata,Prima,Blue,Chennai Cargo,VALID,2027-09-16,VALID,2027-09-11,VALID,2027-01-01,VALID,2027-05-04,FT-000296,ACTIVE,ACTIVE,CHASSIS-SYN-000296,ENGINE-SYN-000296,ML13,dataset\NumberPlate_Annotated_Dataset-main\Images\ML13.jpg,SYNTHETIC_PROTOTYPE
VH-000297,JK11D8143,JK,Car,NO,Maruti,Ertiga,Grey,Tamil Fleet Services,VALID,2027-10-18,VALID,2028-03-26,VALID,2027-02-02,VALID,2027-01-06,FT-000297,ACTIVE,ACTIVE,CHASSIS-SYN-000297,ENGINE-SYN-000297,JK14,dataset\NumberPlate_Annotated_Dataset-main\Images\JK14.jpg,SYNTHETIC_PROTOTYPE
VH-000298,OD22J9911,OD,Truck,YES,Ashok Leyland,AVTR,White,Apex Logistics,VALID,2027-06-27,VALID,2027-06-14,VALID,2027-03-20,VALID,2027-05-25,FT-000298,ACTIVE,ACTIVE,CHASSIS-SYN-000298,ENGINE-SYN-000298,OD18,dataset\NumberPlate_Annotated_Dataset-main\Images\OD18.jpg,SYNTHETIC_PROTOTYPE
VH-000299,SK04P1320,SK,Truck,YES,Ashok Leyland,AVTR,Grey,Metro Transit,VALID,2029-01-11,VALID,2027-11-19,VALID,2026-12-07,VALID,2027-03-05,FT-000299,ACTIVE,ACTIVE,CHASSIS-SYN-000299,ENGINE-SYN-000299,SK6,dataset\NumberPlate_Annotated_Dataset-main\Images\SK6.jpg,SYNTHETIC_PROTOTYPE
VH-000300,CG04HD6930,CG,Bike,NO,Bajaj,Pulsar,White,Coastal Commercials,EXPIRED,2026-03-04,VALID,2028-07-19,EXPIRED,2026-06-10,VALID,2027-03-22,FT-000300,ACTIVE,ACTIVE,CHASSIS-SYN-000300,ENGINE-SYN-000300,CG1,dataset\NumberPlate_Annotated_Dataset-main\Images\CG1.jpg,SYNTHETIC_PROTOTYPE
VH-000301,UP85BN4203,UP,Bike,NO,Bajaj,Pulsar,Yellow,National Route Logistics,VALID,2028-12-29,VALID,2028-02-01,VALID,2027-05-18,EXPIRED,2026-07-13,FT-000301,ACTIVE,ACTIVE,CHASSIS-SYN-000301,ENGINE-SYN-000301,UP2,dataset\NumberPlate_Annotated_Dataset-main\Images\UP2.jpg,SYNTHETIC_PROTOTYPE
VH-000302,KA51P7755,KA,Bike,NO,Honda,Shine,Yellow,Apex Logistics,EXPIRED,2026-04-21,VALID,2028-08-05,VALID,2026-12-02,VALID,2027-01-01,FT-000302,ACTIVE,ACTIVE,CHASSIS-SYN-000302,ENGINE-SYN-000302,KA7,dataset\NumberPlate_Annotated_Dataset-main\Images\KA7.jpg,SYNTHETIC_PROTOTYPE
VH-000303,SK01PB3596,SK,Car,NO,Hyundai,Aura,Red,National Route Logistics,VALID,2028-02-25,VALID,2028-04-30,VALID,2026-11-15,VALID,2027-09-07,FT-000303,ACTIVE,ACTIVE,CHASSIS-SYN-000303,ENGINE-SYN-000303,SK5,dataset\NumberPlate_Annotated_Dataset-main\Images\SK5.jpg,SYNTHETIC_PROTOTYPE
VH-000304,OD02J0435,OD,Truck,YES,BharatBenz,3123R,White,Sri Lakshmi Logistics,EXPIRED,2026-06-13,VALID,2028-01-08,VALID,2027-02-07,VALID,2027-01-06,FT-000304,ACTIVE,ACTIVE,CHASSIS-SYN-000304,ENGINE-SYN-000304,OD24,dataset\NumberPlate_Annotated_Dataset-main\Images\OD24.jpg,SYNTHETIC_PROTOTYPE
VH-000305,ML05H6564,ML,Truck,YES,BharatBenz,3123R,Blue,GreenLine Transport,VALID,2029-02-03,EXPIRED,2026-07-22,VALID,2027-09-12,VALID,2026-11-17,FT-000305,ACTIVE,ACTIVE,CHASSIS-SYN-000305,ENGINE-SYN-000305,ML34,dataset\NumberPlate_Annotated_Dataset-main\Images\ML34.jpg,SYNTHETIC_PROTOTYPE
VH-000306,HR29K7840,HR,Truck,YES,BharatBenz,3123R,Grey,National Route Logistics,VALID,2028-07-26,VALID,2027-12-12,VALID,2027-08-16,VALID,2027-09-11,FT-000306,ACTIVE,ACTIVE,CHASSIS-SYN-000306,ENGINE-SYN-000306,HR15,dataset\NumberPlate_Annotated_Dataset-main\Images\HR15.jpg,SYNTHETIC_PROTOTYPE
VH-000307,WB36G6682,WB,Mini Truck,YES,Mahindra,Bolero Pickup,Black,Tamil Fleet Services,VALID,2028-09-10,EXPIRED,2026-05-17,VALID,2027-07-29,VALID,2026-11-08,FT-000307,ACTIVE,ACTIVE,CHASSIS-SYN-000307,ENGINE-SYN-000307,WB14,dataset\NumberPlate_Annotated_Dataset-main\Images\WB14.jpg,SYNTHETIC_PROTOTYPE
VH-000308,AS06U1295,AS,Truck,YES,BharatBenz,3123R,Black,Coastal Commercials,VALID,2028-05-17,VALID,2027-01-05,VALID,2027-07-31,VALID,2026-10-31,FT-000308,ACTIVE,ACTIVE,CHASSIS-SYN-000308,ENGINE-SYN-000308,AS19,dataset\NumberPlate_Annotated_Dataset-main\Images\AS19.jpg,SYNTHETIC_PROTOTYPE
VH-000309,KL03S6394,KL,Truck,YES,Tata,Prima,Blue,Sri Lakshmi Logistics,VALID,2027-07-12,VALID,2028-05-04,VALID,2027-08-11,VALID,2027-08-14,FT-000309,ACTIVE,ACTIVE,CHASSIS-SYN-000309,ENGINE-SYN-000309,KL14,dataset\NumberPlate_Annotated_Dataset-main\Images\KL14.jpg,SYNTHETIC_PROTOTYPE
VH-000310,AN01D4163,AN,Mini Truck,YES,Ashok Leyland,Dost,White,National Route Logistics,EXPIRED,2026-01-05,VALID,2027-08-14,VALID,2027-06-24,VALID,2027-05-09,FT-000310,ACTIVE,ACTIVE,CHASSIS-SYN-000310,ENGINE-SYN-000310,AN2,dataset\NumberPlate_Annotated_Dataset-main\Images\AN2.jpg,SYNTHETIC_PROTOTYPE
VH-000311,CG04FJ5834,CG,Bus,YES,Ashok Leyland,Viking,Yellow,Chennai Cargo,VALID,2028-04-02,VALID,2027-05-11,VALID,2027-02-05,VALID,2027-08-18,FT-000311,ACTIVE,ACTIVE,CHASSIS-SYN-000311,ENGINE-SYN-000311,CG21,dataset\NumberPlate_Annotated_Dataset-main\Images\CG21.jpg,SYNTHETIC_PROTOTYPE
VH-000312,HR29AQ4939,HR,Car,NO,Toyota,Innova,Black,Southern Freight,VALID,2026-12-26,VALID,2028-07-31,VALID,2027-08-10,VALID,2027-07-01,FT-000312,ACTIVE,ACTIVE,CHASSIS-SYN-000312,ENGINE-SYN-000312,HR19,dataset\NumberPlate_Annotated_Dataset-main\Images\HR19.jpg,SYNTHETIC_PROTOTYPE
VH-000313,UK07AM5665,UK,Bus,YES,Tata,Starbus,Blue,Chennai Cargo,VALID,2027-05-15,VALID,2028-05-09,VALID,2027-07-13,VALID,2027-02-08,FT-000313,BLACKLISTED,ACTIVE,CHASSIS-SYN-000313,ENGINE-SYN-000313,UK7,dataset\NumberPlate_Annotated_Dataset-main\Images\UK7.jpg,SYNTHETIC_PROTOTYPE
VH-000314,ML08E9223,ML,Car,NO,Hyundai,Aura,Black,National Route Logistics,VALID,2028-02-16,VALID,2027-11-08,VALID,2027-01-03,VALID,2027-03-09,FT-000314,BLACKLISTED,ACTIVE,CHASSIS-SYN-000314,ENGINE-SYN-000314,ML37,dataset\NumberPlate_Annotated_Dataset-main\Images\ML37.jpg,SYNTHETIC_PROTOTYPE
VH-000315,UP70ET7816,UP,Truck,YES,Ashok Leyland,AVTR,Silver,Kaveri Transport,VALID,2027-02-12,VALID,2028-08-08,VALID,2027-02-21,VALID,2026-12-10,FT-000315,ACTIVE,ACTIVE,CHASSIS-SYN-000315,ENGINE-SYN-000315,UP27,dataset\NumberPlate_Annotated_Dataset-main\Images\UP27.jpg,SYNTHETIC_PROTOTYPE
VH-000316,PB13AF6756,PB,Truck,YES,Ashok Leyland,AVTR,Red,Metro Transit,VALID,2028-06-20,VALID,2028-06-15,VALID,2026-10-24,VALID,2027-03-31,FT-000316,ACTIVE,ACTIVE,CHASSIS-SYN-000316,ENGINE-SYN-000316,PB6,dataset\NumberPlate_Annotated_Dataset-main\Images\PB6.jpg,SYNTHETIC_PROTOTYPE
VH-000317,OD25F7400,OD,Bike,NO,Honda,Shine,Red,Coastal Commercials,VALID,2027-11-21,VALID,2028-08-05,VALID,2027-08-05,VALID,2026-10-23,FT-000317,ACTIVE,ACTIVE,CHASSIS-SYN-000317,ENGINE-SYN-000317,OD27,dataset\NumberPlate_Annotated_Dataset-main\Images\OD27.jpg,SYNTHETIC_PROTOTYPE
VH-000318,MH48AC6244,MH,Bus,YES,Tata,Starbus,Blue,Coastal Commercials,VALID,2027-05-26,VALID,2027-04-01,VALID,2027-04-23,VALID,2026-10-31,FT-000318,ACTIVE,ACTIVE,CHASSIS-SYN-000318,ENGINE-SYN-000318,MH3,dataset\NumberPlate_Annotated_Dataset-main\Images\MH3.jpg,SYNTHETIC_PROTOTYPE
VH-000319,NL07T0937,NL,Car,NO,Maruti,Ertiga,Red,Coastal Commercials,VALID,2028-08-21,VALID,2027-02-24,VALID,2027-02-07,VALID,2027-03-10,FT-000319,ACTIVE,ACTIVE,CHASSIS-SYN-000319,ENGINE-SYN-000319,NL8,dataset\NumberPlate_Annotated_Dataset-main\Images\NL8.jpg,SYNTHETIC_PROTOTYPE
VH-000320,ML111909,ML,Bike,NO,TVS,Apache,Yellow,Kaveri Transport,VALID,2027-01-15,VALID,2027-06-14,VALID,2027-01-21,VALID,2027-06-19,FT-000320,ACTIVE,ACTIVE,CHASSIS-SYN-000320,ENGINE-SYN-000320,ML15,dataset\NumberPlate_Annotated_Dataset-main\Images\ML15.jpg,SYNTHETIC_PROTOTYPE
VH-000321,KA51D9662,KA,Truck,YES,Ashok Leyland,AVTR,Blue,GreenLine Transport,VALID,2026-12-20,VALID,2028-05-15,EXPIRED,2026-06-27,VALID,2026-12-02,FT-000321,ACTIVE,ACTIVE,CHASSIS-SYN-000321,ENGINE-SYN-000321,KA8,dataset\NumberPlate_Annotated_Dataset-main\Images\KA8.jpg,SYNTHETIC_PROTOTYPE
VH-000322,KL07BU7707,KL,Mini Truck,YES,Tata,407,Black,Chennai Cargo,VALID,2028-11-28,VALID,2027-01-16,VALID,2027-04-20,VALID,2026-12-05,FT-000322,ACTIVE,ACTIVE,CHASSIS-SYN-000322,ENGINE-SYN-000322,KL8,dataset\NumberPlate_Annotated_Dataset-main\Images\KL8.jpg,SYNTHETIC_PROTOTYPE
VH-000323,MH04DR8508,MH,Car,NO,Toyota,Innova,Silver,Kaveri Transport,VALID,2028-05-11,VALID,2027-01-09,VALID,2027-07-10,VALID,2026-12-03,FT-000323,ACTIVE,ACTIVE,CHASSIS-SYN-000323,ENGINE-SYN-000323,MH21,dataset\NumberPlate_Annotated_Dataset-main\Images\MH21.jpg,SYNTHETIC_PROTOTYPE
VH-000324,JH09AA2570,JH,Truck,YES,Ashok Leyland,AVTR,Black,Apex Logistics,VALID,2028-05-05,VALID,2028-05-27,VALID,2027-01-03,VALID,2026-12-31,FT-000324,ACTIVE,ACTIVE,CHASSIS-SYN-000324,ENGINE-SYN-000324,JH5,dataset\NumberPlate_Annotated_Dataset-main\Images\JH5.jpg,SYNTHETIC_PROTOTYPE
VH-000325,AS06Q4437,AS,Bike,NO,Bajaj,Pulsar,Silver,Southern Freight,VALID,2028-11-17,VALID,2028-04-15,VALID,2027-01-29,VALID,2027-06-30,FT-000325,ACTIVE,ACTIVE,CHASSIS-SYN-000325,ENGINE-SYN-000325,AS7,dataset\NumberPlate_Annotated_Dataset-main\Images\AS7.jpg,SYNTHETIC_PROTOTYPE
VH-000326,PB06AN6162,PB,Car,NO,Maruti,Ertiga,Red,Sri Lakshmi Logistics,EXPIRED,2026-02-25,VALID,2028-02-17,VALID,2027-02-20,VALID,2027-04-13,FT-000326,ACTIVE,ACTIVE,CHASSIS-SYN-000326,ENGINE-SYN-000326,PB22,dataset\NumberPlate_Annotated_Dataset-main\Images\PB22.jpg,SYNTHETIC_PROTOTYPE
VH-000327,AP31TP2282,AP,Car,NO,Maruti,Ertiga,Red,Kaveri Transport,VALID,2027-01-25,EXPIRED,2026-06-10,VALID,2027-03-14,VALID,2027-05-06,FT-000327,ACTIVE,ACTIVE,CHASSIS-SYN-000327,ENGINE-SYN-000327,AP17,dataset\NumberPlate_Annotated_Dataset-main\Images\AP17.jpg,SYNTHETIC_PROTOTYPE
VH-000328,PB08BF6160,PB,Mini Truck,YES,Ashok Leyland,Dost,Black,Southern Freight,VALID,2027-08-03,VALID,2028-06-29,VALID,2027-01-30,VALID,2027-01-16,FT-000328,ACTIVE,ACTIVE,CHASSIS-SYN-000328,ENGINE-SYN-000328,PB18,dataset\NumberPlate_Annotated_Dataset-main\Images\PB18.jpg,SYNTHETIC_PROTOTYPE
VH-000329,UP16U3849,UP,Bus,YES,Volvo,9400,Red,Metro Transit,VALID,2027-11-20,VALID,2028-01-04,VALID,2027-03-15,VALID,2027-08-13,FT-000329,ACTIVE,ACTIVE,CHASSIS-SYN-000329,ENGINE-SYN-000329,UP4,dataset\NumberPlate_Annotated_Dataset-main\Images\UP4.jpg,SYNTHETIC_PROTOTYPE
VH-000330,DL12CK8643,DL,Mini Truck,YES,Mahindra,Bolero Pickup,White,Coastal Commercials,VALID,2027-06-06,VALID,2027-09-16,VALID,2027-04-24,VALID,2027-02-24,FT-000330,ACTIVE,ACTIVE,CHASSIS-SYN-000330,ENGINE-SYN-000330,DL7,dataset\NumberPlate_Annotated_Dataset-main\Images\DL7.jpg,SYNTHETIC_PROTOTYPE
VH-000331,TN07BT5778,TN,Truck,YES,Ashok Leyland,AVTR,Black,Southern Freight,VALID,2027-07-01,VALID,2026-11-05,VALID,2027-05-08,VALID,2027-09-05,FT-000331,ACTIVE,ACTIVE,CHASSIS-SYN-000331,ENGINE-SYN-000331,TN7,dataset\NumberPlate_Annotated_Dataset-main\Images\TN7.jpg,SYNTHETIC_PROTOTYPE
VH-000332,DL10CH1252,DL,Truck,YES,BharatBenz,3123R,Grey,National Route Logistics,VALID,2029-01-29,VALID,2027-01-24,VALID,2027-09-12,VALID,2027-01-21,FT-000332,ACTIVE,ACTIVE,CHASSIS-SYN-000332,ENGINE-SYN-000332,DL8,dataset\NumberPlate_Annotated_Dataset-main\Images\DL8.jpg,SYNTHETIC_PROTOTYPE
VH-000333,HP48B2252,HP,Truck,YES,Ashok Leyland,AVTR,White,Kaveri Transport,VALID,2027-03-17,VALID,2027-02-17,VALID,2027-03-06,VALID,2027-07-13,FT-000333,BLACKLISTED,ACTIVE,CHASSIS-SYN-000333,ENGINE-SYN-000333,HP4,dataset\NumberPlate_Annotated_Dataset-main\Images\HP4.jpg,SYNTHETIC_PROTOTYPE
VH-000334,ML05G6098,ML,Car,NO,Hyundai,Aura,Silver,Metro Transit,VALID,2029-03-10,VALID,2028-09-12,VALID,2027-06-26,VALID,2027-07-11,FT-000334,ACTIVE,ACTIVE,CHASSIS-SYN-000334,ENGINE-SYN-000334,ML39,dataset\NumberPlate_Annotated_Dataset-main\Images\ML39.jpg,SYNTHETIC_PROTOTYPE
VH-000335,GJ09AG8384,GJ,Mini Truck,YES,Ashok Leyland,Dost,Blue,Chennai Cargo,VALID,2028-05-06,VALID,2027-11-05,VALID,2027-06-04,VALID,2027-03-24,FT-000335,ACTIVE,ACTIVE,CHASSIS-SYN-000335,ENGINE-SYN-000335,GJ26,dataset\NumberPlate_Annotated_Dataset-main\Images\GJ26.jpg,SYNTHETIC_PROTOTYPE
VH-000336,HP20E3953,HP,Car,NO,Toyota,Innova,Blue,Sri Lakshmi Logistics,VALID,2029-02-08,VALID,2028-07-01,VALID,2027-05-25,VALID,2027-07-24,FT-000336,ACTIVE,ACTIVE,CHASSIS-SYN-000336,ENGINE-SYN-000336,HP17,dataset\NumberPlate_Annotated_Dataset-main\Images\HP17.jpg,SYNTHETIC_PROTOTYPE
VH-000337,MP04CL3546,MP,Bike,NO,Bajaj,Pulsar,Red,Chennai Cargo,VALID,2028-03-10,VALID,2026-12-13,VALID,2027-05-10,VALID,2027-07-27,FT-000337,ACTIVE,ACTIVE,CHASSIS-SYN-000337,ENGINE-SYN-000337,MP1,dataset\NumberPlate_Annotated_Dataset-main\Images\MP1.jpg,SYNTHETIC_PROTOTYPE
VH-000338,AP16BS4500,AP,Bike,NO,Honda,Shine,Blue,Tamil Fleet Services,VALID,2027-12-30,VALID,2027-05-27,VALID,2027-05-04,VALID,2027-02-02,FT-000338,ACTIVE,ACTIVE,CHASSIS-SYN-000338,ENGINE-SYN-000338,AP18,dataset\NumberPlate_Annotated_Dataset-main\Images\AP18.jpg,SYNTHETIC_PROTOTYPE
VH-000339,CG13AE4060,CG,Truck,YES,Tata,Prima,Red,Kaveri Transport,EXPIRED,2025-12-10,VALID,2027-10-24,VALID,2026-10-26,VALID,2027-02-08,FT-000339,ACTIVE,ACTIVE,CHASSIS-SYN-000339,ENGINE-SYN-000339,CG22,dataset\NumberPlate_Annotated_Dataset-main\Images\CG22.jpg,SYNTHETIC_PROTOTYPE
VH-000340,GJ05RE8119,GJ,Truck,YES,Tata,Prima,Black,Kaveri Transport,VALID,2029-01-15,VALID,2027-01-28,VALID,2026-10-30,VALID,2027-02-16,FT-000340,ACTIVE,ACTIVE,CHASSIS-SYN-000340,ENGINE-SYN-000340,GJ9,dataset\NumberPlate_Annotated_Dataset-main\Images\GJ9.jpg,SYNTHETIC_PROTOTYPE
VH-000341,OD01Q4668,OD,Bus,YES,Ashok Leyland,Viking,Blue,Tamil Fleet Services,VALID,2028-11-22,VALID,2028-02-25,VALID,2027-09-22,VALID,2027-06-22,FT-000341,ACTIVE,ACTIVE,CHASSIS-SYN-000341,ENGINE-SYN-000341,OD20,dataset\NumberPlate_Annotated_Dataset-main\Images\OD20.jpg,SYNTHETIC_PROTOTYPE
VH-000342,UP32BF3577,UP,Truck,YES,BharatBenz,3123R,Black,Tamil Fleet Services,VALID,2027-12-18,VALID,2027-02-18,VALID,2027-08-02,VALID,2026-11-02,FT-000342,ACTIVE,ACTIVE,CHASSIS-SYN-000342,ENGINE-SYN-000342,UP25,dataset\NumberPlate_Annotated_Dataset-main\Images\UP25.jpg,SYNTHETIC_PROTOTYPE
VH-000343,AP04AS8753,AP,Mini Truck,YES,Mahindra,Bolero Pickup,Black,Sri Lakshmi Logistics,VALID,2028-04-21,VALID,2027-04-06,VALID,2027-04-22,VALID,2027-03-30,FT-000343,ACTIVE,ACTIVE,CHASSIS-SYN-000343,ENGINE-SYN-000343,AP20,dataset\NumberPlate_Annotated_Dataset-main\Images\AP20.jpg,SYNTHETIC_PROTOTYPE
VH-000344,DN09C0868,DN,Truck,YES,Tata,Prima,Yellow,Metro Transit,VALID,2028-12-21,VALID,2028-08-28,VALID,2027-09-07,VALID,2026-11-04,FT-000344,ACTIVE,ACTIVE,CHASSIS-SYN-000344,ENGINE-SYN-000344,DN8,dataset\NumberPlate_Annotated_Dataset-main\Images\DN8.jpg,SYNTHETIC_PROTOTYPE
VH-000345,UP16AJ0704,UP,Bike,NO,Bajaj,Pulsar,Red,Chennai Cargo,EXPIRED,2025-12-28,VALID,2027-08-09,VALID,2027-07-19,VALID,2027-04-11,FT-000345,ACTIVE,ACTIVE,CHASSIS-SYN-000345,ENGINE-SYN-000345,UP8,dataset\NumberPlate_Annotated_Dataset-main\Images\UP8.jpg,SYNTHETIC_PROTOTYPE
VH-000346,MP09BD1270,MP,Bike,NO,TVS,Apache,Grey,Kaveri Transport,VALID,2028-07-05,VALID,2027-01-09,VALID,2026-12-19,VALID,2026-12-30,FT-000346,ACTIVE,ACTIVE,CHASSIS-SYN-000346,ENGINE-SYN-000346,MP7,dataset\NumberPlate_Annotated_Dataset-main\Images\MP7.jpg,SYNTHETIC_PROTOTYPE
VH-000347,GJ06HS1855,GJ,Truck,YES,Ashok Leyland,AVTR,White,Southern Freight,VALID,2027-12-09,EXPIRED,2026-06-18,VALID,2027-02-05,VALID,2027-07-12,FT-000347,ACTIVE,ACTIVE,CHASSIS-SYN-000347,ENGINE-SYN-000347,GJ11,dataset\NumberPlate_Annotated_Dataset-main\Images\GJ11.jpg,SYNTHETIC_PROTOTYPE
VH-000348,JK02ACB876,JK,Truck,YES,BharatBenz,3123R,White,Apex Logistics,VALID,2027-06-23,VALID,2028-06-13,VALID,2026-12-11,VALID,2027-06-27,FT-000348,INACTIVE,ACTIVE,CHASSIS-SYN-000348,ENGINE-SYN-000348,JK30,dataset\NumberPlate_Annotated_Dataset-main\Images\JK30.jpg,SYNTHETIC_PROTOTYPE
VH-000349,HP01A7630,HP,Mini Truck,YES,Mahindra,Bolero Pickup,Black,Southern Freight,VALID,2027-02-20,VALID,2028-06-22,VALID,2026-11-30,VALID,2027-04-26,FT-000349,ACTIVE,ACTIVE,CHASSIS-SYN-000349,ENGINE-SYN-000349,HP6,dataset\NumberPlate_Annotated_Dataset-main\Images\HP6.jpg,SYNTHETIC_PROTOTYPE
VH-000350,TS07EL3335,TS,Truck,YES,BharatBenz,3123R,Red,Tamil Fleet Services,VALID,2027-02-01,EXPIRED,2026-04-07,VALID,2027-08-14,VALID,2027-02-18,FT-000350,ACTIVE,ACTIVE,CHASSIS-SYN-000350,ENGINE-SYN-000350,TS2,dataset\NumberPlate_Annotated_Dataset-main\Images\TS2.jpg,SYNTHETIC_PROTOTYPE
VH-000351,HR26BQ8176,HR,Truck,YES,BharatBenz,3123R,Blue,National Route Logistics,EXPIRED,2026-07-01,VALID,2027-03-06,VALID,2027-05-25,VALID,2027-09-17,FT-000351,ACTIVE,ACTIVE,CHASSIS-SYN-000351,ENGINE-SYN-000351,HR1,dataset\NumberPlate_Annotated_Dataset-main\Images\HR1.jpg,SYNTHETIC_PROTOTYPE
