image_id,image_filename,image_path,xml_filename,xml_path,license_number,state_code,width,height,depth,xmin,xmax,ymin,ymax,xml_license_number,status
AS10,AS10.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AS10.jpg,AS10.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AS10.xml,AS01DG6002,AS,272,603,3,99,177,358,379,AS01DG6002,OK
AP23,AP23.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AP23.jpg,AP23.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AP23.xml,AP39DL3537,AP,272,363,3,78,136,223,234,AP39DL3537,OK
OD3,OD3.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\OD3.jpg,OD3.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\OD3.xml,OD02V0007,OD,272,153,3,107,165,82,97,OD02V0007,OK
OD26,OD26.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\OD26.jpg,OD26.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\OD26.xml,OD021481,OD,272,363,3,106,199,190,215,OD021481,OK
JK15,JK15.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\JK15.jpg,JK15.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\JK15.xml,JK02AJ1525,JK,272,363,3,93,168,183,199,JK02AJ1525,OK
DL10,DL10.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\DL10.jpg,DL10.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\DL10.xml,DL9CAE1359,DL,272,363,3,98,161,215,228,DL9CAE1359,OK
HR20,HR20.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\HR20.jpg,HR20.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\HR20.xml,HR26EJ7668,HR,272,363,3,101,190,238,254,HR26EJ7668,OK
JH11,JH11.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\JH11.jpg,JH11.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\JH11.xml,JH01BC5210,JH,272,571,3,141,202,300,315,JH01BC5210,OK
UP14,UP14.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\UP14.jpg,UP14.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\UP14.xml,UP16BD4866,UP,270,573,3,77,159,301,332,UP16BD4866,OK
PY5,PY5.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\PY5.jpg,PY5.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\PY5.xml,PY01AW2814,PY,272,484,3,82,175,273,293,PY01AW2814,OK
PB20,PB20.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\PB20.jpg,PB20.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\PB20.xml,PB31R8123,PB,272,256,3,104,165,164,178,PB31R8123,OK
ML11,ML11.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\ML11.jpg,ML11.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\ML11.xml,ML05L1434,ML,272,193,3,46,115,77,106,ML05L1434,OK
DL29,DL29.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\DL29.jpg,DL29.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\DL29.xml,DL8CAL4134,DL,272,364,3,103,177,276,300,DL8CAL4134,OK
JK10,JK10.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\JK10.jpg,JK10.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\JK10.xml,JK02AK8967,JK,272,204,3,108,187,168,187,JK02AK8967,OK
KA9,KA9.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\KA9.jpg,KA9.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\KA9.xml,KA01MB9714,KA,272,363,3,100,168,261,275,KA01MB9714,OK
GJ1,GJ1.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\GJ1.jpg,GJ1.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\GJ1.xml,GJ7AG4373,GJ,264,469,3,42,106,286,321,GJ7AG4373,OK
HP8,HP8.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\HP8.jpg,HP8.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\HP8.xml,HP719898,HP,272,363,3,104,178,166,188,HP719898,OK
DL6,DL6.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\DL6.jpg,DL6.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\DL6.xml,DL4CAM9066,DL,272,403,3,90,178,201,222,DL4CAM9066,OK
DL9,DL9.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\DL9.jpg,DL9.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\DL9.xml,DL2CH8634,DL,272,134,3,94,147,96,108,DL2CH8634,OK
PB17,PB17.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\PB17.jpg,PB17.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\PB17.xml,PB23S8600,PB,272,204,3,80,166,158,177,PB23S8600,OK
MH15,MH15.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\MH15.jpg,MH15.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\MH15.xml,MH05EQ4066,MH,272,363,3,68,170,232,258,MH05EQ4066,OK
NL5,NL5.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\NL5.jpg,NL5.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\NL5.xml,NL07CA7631,NL,272,604,3,51,122,360,406,NL07CA7631,OK
OD6,OD6.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\OD6.jpg,OD6.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\OD6.xml,OR08F1001,OR,271,545,3,99,177,330,357,OR08F1001,OK
MH14,MH14.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\MH14.jpg,MH14.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\MH14.xml,MH43X8997,MH,272,283,3,94,183,222,239,MH43X8997,OK
GJ13,GJ13.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\GJ13.jpg,GJ13.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\GJ13.xml,GJ06KP8508,GJ,272,204,3,94,180,143,163,GJ06KP8508,OK
TS10,TS10.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\TS10.jpg,TS10.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\TS10.xml,TS11EQ2914,TS,272,605,3,84,182,300,322,TS11EQ2914,OK
CG10,CG10.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\CG10.jpg,CG10.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\CG10.xml,CG22H7740,CG,272,604,3,74,178,372,395,CG22H7740,OK
DL21,DL21.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\DL21.jpg,DL21.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\DL21.xml,DL12CS7886,DL,272,363,3,95,185,242,260,DL12CS7886,OK
TR8,TR8.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\TR8.jpg,TR8.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\TR8.xml,TR01E2157,TR,271,187,3,106,164,36,57,TR01E2157,OK
AN6,AN6.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AN6.jpg,AN6.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AN6.xml,AN01H1689,AN,272,363,3,121,184,229,246,AN01H1689,OK
CH3,CH3.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\CH3.jpg,CH3.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\CH3.xml,CH03K7672,CH,272,363,3,55,144,270,291,CH03K7672,OK
BR13,BR13.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\BR13.jpg,BR13.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\BR13.xml,BR01PL7594,BR,272,363,3,97,166,196,213,BR01PL7594,OK
GA1,GA1.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\GA1.jpg,GA1.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\GA1.xml,GA03R9230,GA,272,363,3,129,177,207,224,GA03R9230,OK
CH4,CH4.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\CH4.jpg,CH4.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\CH4.xml,CH01AX9090,CH,272,259,3,96,192,192,218,CH01AX9090,OK
CH8,CH8.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\CH8.jpg,CH8.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\CH8.xml,CH01A09331,CH,272,204,3,59,140,184,201,CH01A09331,OK
OD9,OD9.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\OD9.jpg,OD9.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\OD9.xml,OD33L2616,OD,272,363,3,103,195,228,250,OD33L2616,OK
AP7,AP7.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AP7.jpg,AP7.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AP7.xml,AP31BL8656,AP,272,366,3,79,158,223,240,AP31BL8656,OK
MH1,MH1.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\MH1.jpg,MH1.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\MH1.xml,MH06AB8620,MH,271,168,3,98,178,126,145,MH06AB8620,OK
GJ25,GJ25.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\GJ25.jpg,GJ25.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\GJ25.xml,GJ01HM5887,GJ,272,153,3,108,167,135,151,GJ01HM5887,OK
MP8,MP8.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\MP8.jpg,MP8.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\MP8.xml,MP09CQ9712,MP,272,363,3,92,174,182,206,MP09CQ9712,OK
AR13,AR13.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AR13.jpg,AR13.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AR13.xml,AR200692,AR,272,119,3,93,180,35,56,AR200692,OK
JK22,JK22.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\JK22.jpg,JK22.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\JK22.xml,JK01AL4613,JK,272,204,3,99,155,135,150,JK01AL4613,OK
TN4,TN4.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\TN4.jpg,TN4.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\TN4.xml,TN10AR0131,TN,272,204,3,93,173,149,168,TN10AR0131,OK
JK27,JK27.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\JK27.jpg,JK27.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\JK27.xml,JK01D8354,JK,272,363,3,163,243,227,262,JK01D8354,OK
GJ5,GJ5.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\GJ5.jpg,GJ5.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\GJ5.xml,GJ1SCG7928,GJ,272,350,3,92,174,267,285,GJ1SCG7928,OK
WB12,WB12.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\WB12.jpg,WB12.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\WB12.xml,WB26S5093,WB,272,204,3,95,184,166,187,WB26S5093,OK
GJ2,GJ2.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\GJ2.jpg,GJ2.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\GJ2.xml,GJ15CB3980,GJ,272,484,3,89,176,185,210,GJ15CB3980,OK
KL19,KL19.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\KL19.jpg,KL19.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\KL19.xml,KL43D4389,KL,272,204,3,104,155,120,131,KL43D4389,OK
CG13,CG13.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\CG13.jpg,CG13.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\CG13.xml,CG16B1802,CG,272,363,3,92,177,245,267,CG16B1802,OK
MH17,MH17.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\MH17.jpg,MH17.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\MH17.xml,MH01BT7906,MH,272,484,3,106,170,340,357,MH01BT7906,OK
TS3,TS3.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\TS3.jpg,TS3.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\TS3.xml,TS09EZ9293,TS,272,363,3,103,172,234,253,TS09EZ9293,OK
PB21,PB21.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\PB21.jpg,PB21.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\PB21.xml,PB37A8269,PB,272,581,3,72,168,363,396,PB37A8269,OK
UK2,UK2.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\UK2.jpg,UK2.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\UK2.xml,UK06CB4595,UK,272,604,3,30,155,415,470,UK06CB4595,OK
NL7,NL7.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\NL7.jpg,NL7.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\NL7.xml,NL01T8152,NL,272,272,3,96,166,233,249,NL01T8152,OK
BR6,BR6.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\BR6.jpg,BR6.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\BR6.xml,BR7P3952,BR,272,592,3,122,207,244,265,BR7P3952,OK
MN2,MN2.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\MN2.jpg,MN2.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\MN2.xml,MN05A6028,MN,271,322,3,109,174,256,270,MN05A6028,OK
SK11,SK11.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\SK11.jpg,SK11.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\SK11.xml,SK02P1078,SK,272,363,3,90,161,293,308,SK02P1078,OK
GA4,GA4.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\GA4.jpg,GA4.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\GA4.xml,GA01C2098,GA,272,363,3,119,227,252,307,GA01C2098,OK
PY18,PY18.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\PY18.jpg,PY18.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\PY18.xml,PY02L4602,PY,272,363,3,96,161,217,234,PY02L4602,OK
DL32,DL32.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\DL32.jpg,DL32.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\DL32.xml,DL2CAR0108,DL,272,363,3,114,167,151,164,DL2CAR0108,OK
UP24,UP24.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\UP24.jpg,UP24.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\UP24.xml,UP27Z7322,UP,272,363,3,76,161,254,273,UP27Z7322,OK
UK8,UK8.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\UK8.jpg,UK8.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\UK8.xml,UK07BK5014,UK,272,363,3,95,169,213,229,UK07BK5014,OK
MH2,MH2.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\MH2.jpg,MH2.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\MH2.xml,MH48AK2798,MH,209,191,3,93,157,165,179,MH48AK2798,OK
OD13,OD13.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\OD13.jpg,OD13.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\OD13.xml,OD052323,OD,272,129,3,97,156,95,110,OD052323,OK
ML24,ML24.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\ML24.jpg,ML24.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\ML24.xml,ML0563550,ML,271,182,3,109,163,116,130,ML0563550,OK
KL4,KL4.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\KL4.jpg,KL4.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\KL4.xml,KL27D9809,KL,272,363,3,86,161,232,248,KL27D9809,OK
MH22,MH22.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\MH22.jpg,MH22.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\MH22.xml,MH05CH1754,MH,272,127,3,106,150,83,93,MH05CH1754,OK
ML23,ML23.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\ML23.jpg,ML23.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\ML23.xml,ML05R1934,ML,272,323,3,83,180,201,222,ML05R1934,OK
JK24,JK24.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\JK24.jpg,JK24.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\JK24.xml,JK02BN3088,JK,272,363,3,105,179,242,257,JK02BN3088,OK
TS5,TS5.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\TS5.jpg,TS5.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\TS5.xml,TS09EA4088,TS,272,363,3,106,173,232,246,TS09EA4088,OK
AP4,AP4.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AP4.jpg,AP4.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AP4.xml,AP39HZ0087,AP,272,205,3,111,171,138,150,AP39HZ0087,OK
OD19,OD19.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\OD19.jpg,OD19.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\OD19.xml,OD11P6123,OD,272,204,3,99,165,130,148,OD11P6123,OK
KA17,KA17.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\KA17.jpg,KA17.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\KA17.xml,KA01MG1660,KA,272,327,3,116,182,231,246,KA01MG1660,OK
UK1,UK1.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\UK1.jpg,UK1.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\UK1.xml,UK08W2276,UK,272,363,3,91,167,217,236,UK08W2276,OK
GJ20,GJ20.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\GJ20.jpg,GJ20.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\GJ20.xml,GJ01RK2430,GJ,272,181,3,122,182,123,138,GJ01RK2430,OK
WB28,WB28.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\WB28.jpg,WB28.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\WB28.xml,WB02AM8548,WB,272,363,3,85,180,305,326,WB02AM8548,OK
AP46,AP46.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AP46.jpg,AP46.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AP46.xml,AP31CS2511,AP,272,411,3,74,180,262,287,AP31CS2511,OK
MN6,MN6.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\MN6.jpg,MN6.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\MN6.xml,MN01K5346,MN,272,363,3,85,157,243,261,MN01K5346,OK
AS18,AS18.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AS18.jpg,AS18.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AS18.xml,AS04P4549,AS,272,370,3,95,148,219,233,AS04P4549,OK
BR4,BR4.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\BR4.jpg,BR4.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\BR4.xml,BR06U2470,BR,272,605,3,37,134,322,351,BR06U2470,OK
OD25,OD25.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\OD25.jpg,OD25.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\OD25.xml,OD02AP3010,OD,272,363,3,89,184,279,297,OD02AP3010,OK
HP13,HP13.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\HP13.jpg,HP13.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\HP13.xml,HP34C8986,HP,272,590,3,54,185,354,385,HP34C8986,OK
KA3,KA3.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\KA3.jpg,KA3.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\KA3.xml,KA06C9590,KA,270,447,3,70,144,236,261,KA06C9590,OK
TN2,TN2.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\TN2.jpg,TN2.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\TN2.xml,TN76V1978,TN,272,484,3,101,171,283,299,TN76V1978,OK
AP21,AP21.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AP21.jpg,AP21.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AP21.xml,AP31AT5064,AP,272,173,3,120,229,99,129,AP31AT5064,OK
MP10,MP10.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\MP10.jpg,MP10.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\MP10.xml,MP08CA6293,MP,272,363,3,95,184,265,284,MP08CA6293,OK
WB1,WB1.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\WB1.jpg,WB1.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\WB1.xml,WB26T6688,WB,272,245,3,159,223,111,142,WB26T6688,OK
MH20,MH20.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\MH20.jpg,MH20.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\MH20.xml,MH12KJ7659,MH,272,300,3,101,179,233,249,MH12KJ7659,OK
GA3,GA3.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\GA3.jpg,GA3.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\GA3.xml,GA01S5594,GA,272,363,3,106,164,274,287,GA01S5594,OK
WB25,WB25.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\WB25.jpg,WB25.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\WB25.xml,WB06H2237,WB,272,172,3,17,64,116,139,WB06H2237,OK
DL12,DL12.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\DL12.jpg,DL12.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\DL12.xml,DL5CH7599,DL,272,363,3,101,185,229,251,DL5CH7599,OK
ML8,ML8.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\ML8.jpg,ML8.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\ML8.xml,ML087084,ML,272,363,3,189,260,233,274,ML087084,OK
UP3,UP3.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\UP3.jpg,UP3.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\UP3.xml,UP80FA1666,UP,272,363,3,91,174,145,165,UP80FA1666,OK
TN6,TN6.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\TN6.jpg,TN6.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\TN6.xml,TN19F0816,TN,271,170,3,99,191,88,110,TN19F0816,OK
RJ7,RJ7.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\RJ7.jpg,RJ7.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\RJ7.xml,RJ23CB4320,RJ,272,363,3,89,183,255,277,RJ23CB4320,OK
UP12,UP12.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\UP12.jpg,UP12.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\UP12.xml,UP14CV7920,UP,272,574,3,101,175,286,303,UP14CV7920,OK
WB5,WB5.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\WB5.jpg,WB5.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\WB5.xml,WB06G4120,WB,272,363,3,105,187,256,280,WB06G4120,OK
AP27,AP27.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AP27.jpg,AP27.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AP27.xml,AP31EF1155,AP,272,363,3,98,174,197,216,AP31EF1155,OK
JH12,JH12.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\JH12.jpg,JH12.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\JH12.xml,JH01AX5392,JH,272,604,3,78,165,306,332,JH01AX5392,OK
AP30,AP30.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AP30.jpg,AP30.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AP30.xml,AP31DT9378,AP,272,483,3,90,173,276,292,AP31DT9378,OK
AS14,AS14.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AS14.jpg,AS14.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AS14.xml,AS018P2415,AS,133,204,3,42,91,159,170,AS018P2415,OK
PB5,PB5.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\PB5.jpg,PB5.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\PB5.xml,PB2313752,PB,268,314,3,37,79,216,231,PB2313752,OK
AS23,AS23.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AS23.jpg,AS23.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AS23.xml,AS19D9919,AS,272,153,3,81,179,76,102,AS19D9919,OK
AP42,AP42.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AP42.jpg,AP42.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AP42.xml,AP31TV6847,AP,272,204,3,115,184,94,110,AP31TV6847,OK
SK7,SK7.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\SK7.jpg,SK7.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\SK7.xml,SK02P3471,SK,272,363,3,68,129,245,274,SK02P3471,OK
DL2,DL2.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\DL2.jpg,DL2.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\DL2.xml,DL6CR7002,DL,272,204,3,96,171,114,131,DL6CR7002,OK
PY3,PY3.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\PY3.jpg,PY3.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\PY3.xml,PY01CM5400,PY,272,484,3,87,168,244,264,PY01CM5400,OK
NL6,NL6.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\NL6.jpg,NL6.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\NL6.xml,NL02C9593,NL,272,363,3,213,261,245,264,NL02C9593,OK
BR12,BR12.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\BR12.jpg,BR12.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\BR12.xml,BR03PA3803,BR,272,153,3,106,154,130,141,BR03PA3803,OK
KL16,KL16.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\KL16.jpg,KL16.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\KL16.xml,KL43D4444,KL,272,363,3,95,179,222,242,KL43D4444,OK
JH8,JH8.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\JH8.jpg,JH8.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\JH8.xml,JH04C7104,JH,272,482,3,102,173,267,281,JH04C7104,OK
DL31,DL31.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\DL31.jpg,DL31.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\DL31.xml,DL8CNA1596,DL,272,363,3,202,248,226,245,DL8CNA1596,OK
AS15,AS15.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AS15.jpg,AS15.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AS15.xml,AS01BF9673,AS,272,336,3,86,177,274,293,AS01BF9673,OK
